90,286353
133,20266
133,195032
567,124232
567,140621
567,361464
667,72710
761,344621
973,220890
2048,58125
2052,27476
2052,273089
2052,297189
2079,412209
2264,382734
2312,212358
2831,119651
2835,45828
2967,116928
3461,64345
3539,318836
3539,320936
3614,226270
3858,120864
4101,70546
4313,155195
4313,174380
4313,256208
4313,335369
4505,12871
4505,419935
4580,327329
4986,315520
5032,70492
5070,217110
5973,353867
5973,393768
6387,54263
6679,204296
6736,257302
6930,136121
8388,382708
8420,40474
10098,297703
10125,321416
10125,390917
10485,318492
12585,123913
12585,260650
12950,151424
12950,177657
13205,12288
13205,273089
14021,59557
14021,163045
14022,59557
14022,163045
14504,98774
14512,171952
14512,171953
15298,362294
15929,368658
15965,128656
15973,191952
16537,86004
16593,401079
16873,23790
16873,23791
16873,347403
16929,187337
16936,349974
16941,377661
16953,170933
16958,162942
16971,418602
16971,418603
17248,107184
17389,126822
17389,379090
17598,79531
18237,139723
18237,323135
18801,88526
18801,137930
18801,292116
18801,296546
18801,388782
18849,42411
18849,104453
19558,258620
19631,238367
20397,303177
20410,253677
20410,419008
20474,43290
20474,86075
20756,168749
20846,115798
21017,115167
21017,238299
21802,162221
22517,240725
22523,399534
23182,26510
23183,26512
23184,26512
23186,235221
23187,26512
26004,196812
28290,340785
28291,187436
28292,338328
28295,144657
28296,334936
28297,97036
28302,13140
28302,199435
28302,200779
28302,211127
28302,268945
28302,269662
28302,294111
28302,324655
28302,344723
28302,351981
28328,133387
28655,115135
28655,291914
28699,4651
28756,124836
28934,92753
28934,133771
28934,223617
29286,80519
29286,224613
29668,284641
29917,24493
29917,257817
31515,382364
32030,177714
32907,1285
33124,248982
33673,355079
33762,372094
34115,270708
34895,34863
34895,137326
34895,270236
34895,369690
35038,122533
35866,315754
36102,17422
36102,21798
36102,22888
36102,270236
36102,369690
36102,417685
36143,58964
36204,30765
36204,171626
37182,115167
37182,238299
37308,40292
37308,262346
37527,238122
38166,218645
38166,223430
38166,233211
38166,290075
38173,135476
38237,273009
38875,157139
38875,398572
43183,280392
43668,156352
43893,16382
43896,181989
43960,376241
47282,344626
47282,378934
47282,382197
47282,400074
47768,162194
47768,188809
49536,319733
51270,287404
51287,315296
51891,176502
52438,149745
53043,248764
53054,317374
53098,397142
53114,353513
53193,1636
53261,408475
53581,9868
57693,227221
57773,83675
57941,420486
57946,189100
58028,24010
58030,233584
58091,295870
58211,26380
58300,1519
58322,379212
58379,232521
58823,303532
58823,321591
59043,365656
59044,80580
59141,162651
59141,186063
61667,147695
62266,147731
62266,420128
62373,268308
62602,420400
62794,21089
63022,374197
63082,185591
63089,180510
63779,48647
63779,108172
63779,110351
63934,108071
64183,193065
64904,116227
64910,289460
65239,140687
65239,146514
65450,372285
65462,119322
65462,232318
65721,320395
68506,254098
68535,90545
68628,376241
68683,173987
68787,9246
68787,124731
68787,185279
68787,231711
68787,273167
68787,283120
68787,333055
68787,333056
68787,345751
68787,345949
68787,399281
68787,399299
68829,406889
68830,284652
68831,363372
68832,284652
68833,417225
68834,247176
68835,258620
68836,152351
68837,228633
68838,407605
68839,14320
68840,149548
68841,258620
68842,406889
68843,343108
68844,343108
68845,284652
68846,155743
68847,363372
68848,384845
68849,406889
68850,143682
68850,407605
68851,312451
68879,294820
68881,152351
68887,406889
68891,112360
68892,384845
68901,70063
68908,258620
68909,406889
68926,208968
68936,228633
68984,199315
68984,369953
69517,287379
69519,287379
69640,333233
69766,419736
69834,389115
70130,131647
70130,134775
70130,140402
70130,239590
70130,274699
70130,306476
70791,420142
70822,26698
70869,195353
70869,396107
70879,266951
70882,147643
71802,155147
71802,176199
71802,384913
72056,167923
72307,16328
72595,220294
72755,185382
72755,366844
72798,171755
72798,173241
72798,173617
72798,198606
72798,199400
72798,201259
72798,267293
72798,273206
72798,414622
72798,420242
72872,106896
73148,317350
74730,83256
74896,235877
74896,312742
75202,274054
75305,172329
75305,328887
75305,364654
75449,18310
75451,105628
75534,152018
75624,60450
75624,127219
77306,371529
77306,371531
77306,408076
77407,393264
77408,200798
77409,393264
77418,127823
77710,392058
77796,157285
77983,157285
78652,193412
78652,266112
78783,197178
78783,251844
78783,305078
79208,367831
79242,326660
79537,173423
80586,240599
80586,328719
80586,414502
80614,16282
80636,24350
80636,312257
80636,390327
80730,32658
80730,297189
80730,327327
81393,368337
81849,18433
81973,96790
82313,327329
82433,38050
82433,409813
82547,401079
87199,1963
87201,322407
87228,49610
87455,321392
88494,317164
88596,274556
88596,409993
89020,49281
89230,32248
89418,139399
89472,357512
91195,327047
91237,151921
91783,226342
92602,45343
92602,370861
92608,114682
92608,242197
92608,389121
92667,200956
92942,144253
92942,246122
92942,265149
92942,325850
92942,365198
92972,197751
93510,32239
93784,197206
93868,279399
93868,356311
95496,41024
95508,382430
95932,315111
95932,315112
96131,81546
96131,114853
96131,252224
96131,291603
96695,212731
99425,3269
99425,383311
99429,128444
99429,321051
99446,55568
99450,293736
99450,351963
100182,295198
100182,367334
100515,277260
100895,78730
100895,291529
101755,362485
101895,207537
102750,36828
104235,202033
106051,24184
106946,56066
106946,209364
107625,12618
108018,180499
108096,16705
108096,129848
108096,189612
108096,218774
108096,297226
108096,301595
108096,339061
108096,357284
108096,399534
108096,415282
108211,250760
108218,50780
108222,181751
108235,19549
108235,396672
108256,49052
108259,50780
108316,181751
108323,138477
108323,230386
108330,173941
108342,270039
108343,406415
108348,2385
108350,419805
108353,358872
108359,50780
108374,100975
108374,184987
108378,144415
108393,173941
108399,173941
108421,308603
108422,85838
108423,29366
108431,138477
108431,230386
108437,138477
108462,270039
108467,130506
108467,361319
108485,66244
108485,419805
108490,184495
108491,191124
108505,191124
108508,50780
108508,110718
108518,379462
108520,50587
108520,237912
108520,268717
109281,117318
109281,252743
110034,140030
110462,150462
110466,50780
110467,214888
110486,379739
110500,328097
110502,328097
110506,322094
110507,379739
110512,60399
110512,181748
110515,270752
110519,360771
110531,217165
110535,194771
110543,371238
110546,206395
110548,248510
110551,108143
110553,289251
110557,299790
110569,158456
110578,108143
110594,186249
110595,195779
110595,317510
110599,345107
110602,231641
110608,12109
110623,94596
110640,132217
110643,400880
110645,335544
110648,298648
112258,128567
113499,5562
113499,58918
113506,313838
113506,366339
113923,320980
113923,370731
113937,389894
113938,112134
113938,254424
113938,318882
113938,357466
114391,413045
114791,251844
114791,259280
115586,51516
115586,377372
115766,152637
115766,381881
115792,39162
115792,207982
115792,252224
115792,257476
115792,327444
115792,335119
115792,380151
116010,21056
116517,8793
116517,102887
116828,26528
116900,189277
117014,221567
117016,98681
117679,364929
117744,198228
117781,420408
117885,54042
117885,382333
117911,255765
118271,50744
118336,85173
118337,85173
118393,380601
118729,224967
118729,292600
120940,357187
120948,76417
121059,216202
121059,233908
121268,189833
121311,153021
121570,31933
121570,214131
121572,31933
121572,313105
121673,162223
121724,187137
121724,366325
121761,173836
121948,75872
122054,384276
122055,439
122055,223488
122055,260826
122055,387596
122477,250033
123145,285600
123623,193800
123623,194555
123694,183752
123694,220210
123694,329485
123694,419313
124282,226386
125124,97695
125124,105325
125823,268200
126300,314142
126352,204814
126882,419817
128026,51986
128143,203080
128143,376628
128196,355019
128198,100900
128467,18254
128562,415038
129010,180089
129035,73488
129282,167248
129393,273860
129500,112067
133346,300678
137937,176071
137937,379716
139164,200610
139240,12076
139244,351078
139310,147652
139313,147652
139711,275030
139711,285762
139858,124771
140075,141076
140586,69631
140586,76696
140700,292971
140889,356907
140911,212673
141311,55568
141311,146473
141311,305078
141913,44752
141913,88204
141913,270236
141913,416391
141931,140276
142149,312257
145030,312653
145032,358527
145455,108350
145612,248700
145638,102787
145638,265844
145651,203442
